Reviewed_Status,Most_Recent_Status,Source,Occupancy,Net_Yield,IRR,Selling_Reason,Seller_Retained_Broker,Final_Reviewer
Reviewed,Closed,Bulk,No,3.17,5.18,Job Transfer,,Emily Patel
Null,Available,Opendoor,No,9.91,14.26,Job Transfer,,Amit Kumar
New,Always Kick,Bulk,No,10.41,15.93,,,Michael Chen
 ,Pend,Internal,No,9.72,14.0,Downsizing,No,Jason Miller
 ,Close,Auction.com,No,7.27,8.86,,No,Jason Miller
New,Cancelled,Opendoor,,6.41,7.76,Downsizing,Yes,Sophia Williams
Cancelled,Close,Broker,,5.94,6.18,,Yes,Jessica Lin
Reviewed,Cancelled,Broker,Yes,3.92,16.42,Downsizing,No,Jason Miller
Cancelled, ,M L S,,11.09,8.57,Job Transfer,Yes,Sophia Williams
 ,Available,Auction.com,,3.42,14.74,Investor Sale,Yes,Michael Chen
Offered,Null,MLS,,11.31,19.2,,,Jessica Lin
Null,Pending,MLS,,6.12,16.72,Job Transfer,,Samantha Pierce
Closed,Cancelled,MLS,Yes,9.88,18.87,,Yes,Amit Kumar
Null, ,MLS,No,3.74,13.16,Downsizing,Yes,Emily Patel
Cancelled,Cancelled,Auction.com,Yes,8.28,17.74,,,Amit Kumar
Null,Available,Bulk,Yes,10.78,15.0,Investor Sale,Yes,Amit Kumar
Offered,Available,Bulk,Yes,4.94,7.66,Job Transfer,No,David Thompson
Closed,Null,Internal,No,9.86,5.18,Job Transfer,,Samantha Pierce
Cancelled, ,MLS,,8.96,10.23,,,Luis Garcia
New,Available,M L S,,6.78,9.35,Investor Sale,,Samantha Pierce
Cancelled,Pend,Broker,Yes,11.43,17.64,Job Transfer,Yes,Amit Kumar
Cancelled,Null,M L S,Yes,5.95,8.72,Downsizing,,Jason Miller
Cancelled,Closed,Bulk,Yes,11.22,9.88,,,David Thompson
Reviewed,Null,Auction.com,No,5.88,18.04,Downsizing,No,Emily Patel
 ,Kick,M L S,Yes,7.45,8.46,Downsizing,No,Luis Garcia
Offered,Closed,Auction.com,Yes,10.71,13.07,Downsizing,,Priya Sharma
 ,Cancelled,MLS,,3.37,5.73,Job Transfer,No,Jason Miller
Offered,Kick,Internal,No,5.46,17.78,,Yes,Samantha Pierce
Accepted Offer, ,Bulk,Yes,3.42,17.83,Investor Sale,Yes,Sophia Williams
New,Closed,Auction.com,Yes,5.0,6.14,Investor Sale,,David Thompson
Offered,Always Kick,Opendoor,No,5.38,13.61,Investor Sale,Yes,Emily Patel
Closed, ,Internal,No,9.59,11.34,Downsizing,No,Jason Miller
Closed,Closed,Internal,Yes,5.49,6.62,Downsizing,Yes,David Thompson
Null,Pending,M L S,No,7.03,15.88,,Yes,Jason Miller
 ,Cancelled,Bulk,,5.92,5.07,Downsizing,No,Jessica Lin
Accepted Offer,Available,MLS,Yes,11.56,17.68,,,Jessica Lin
Accepted Offer,Always Kick,MLS,Yes,10.7,19.08,Investor Sale,,Jessica Lin
Reviewed,Pending,MLS,Yes,11.96,8.86,,Yes,Emily Patel
Null,Null,Opendoor,Yes,8.25,17.99,Job Transfer,,Jason Miller
Closed,Available,MLS,,8.52,13.54,,Yes,Sophia Williams
 ,Always Kick,MLS,,5.18,8.21,Downsizing,,Sophia Williams
New,Null,Opendoor,,10.79,10.18,Investor Sale,Yes,David Thompson
Null,Closed,M L S,No,4.8,7.49,Job Transfer,No,David Thompson
 ,Available,Internal,No,4.77,13.82,Job Transfer,No,Priya Sharma
Null,Closed,MLS,Yes,4.37,5.27,,No,Sophia Williams
Accepted Offer,Pending,M L S,Yes,3.51,5.41,,,Samantha Pierce
 ,Null,Opendoor,Yes,6.29,16.09,Job Transfer,No,Michael Chen
Offered, ,MLS,Yes,7.09,18.58,Investor Sale,No,Luis Garcia
Cancelled,Pending,MLS,,7.41,11.81,,,Emily Patel
Reviewed,Closed,Opendoor,,6.4,12.33,Investor Sale,Yes,Jason Miller
Reviewed,Always Kick,Bulk,No,6.19,10.6,Job Transfer,,Michael Chen
Closed,Cancelled,Opendoor,,11.57,5.16,,No,Luis Garcia
Reviewed,Closed,MLS,Yes,10.45,13.45,Downsizing,,Samantha Pierce
Reviewed,Pend,MLS,,11.62,17.41,,No,Samantha Pierce
Reviewed,Pend,Auction.com,,4.52,11.15,,Yes,Jessica Lin
Null,Cancelled,Bulk,Yes,4.0,14.74,Job Transfer,No,Emily Patel
Reviewed,Closed,MLS,,6.48,13.64,Investor Sale,,Luis Garcia
New,Cancelled,M L S,,3.89,15.98,Investor Sale,,Priya Sharma
New,Null,Opendoor,Yes,9.62,10.49,,,Emily Patel
Closed,Cancelled,M L S,Yes,5.71,8.45,,No,Luis Garcia
Offered,Pend,MLS,Yes,11.6,19.84,,,Luis Garcia
Accepted Offer,Always Kick,M L S,Yes,7.18,8.13,Investor Sale,,Amit Kumar
Reviewed,Pend,Auction.com,Yes,10.0,10.18,Investor Sale,Yes,Samantha Pierce
Null,Closed,Broker,,8.5,11.0,Downsizing,Yes,Sophia Williams
 ,Cancelled,Opendoor,Yes,6.34,8.94,Job Transfer,No,Samantha Pierce
 ,Always Kick,Auction.com,,9.48,12.15,Investor Sale,,Jessica Lin
Offered,Closed,Bulk,Yes,4.08,19.17,Job Transfer,,David Thompson
 ,Kick,Bulk,,8.55,6.1,,Yes,Samantha Pierce
 ,Always Kick,Bulk,,9.43,10.33,Investor Sale,No,Jessica Lin
Offered,Pend,MLS,,8.2,14.61,Job Transfer,No,Michael Chen
Null,Always Kick,Auction.com,,3.43,14.94,Downsizing,Yes,Samantha Pierce
New, ,MLS,Yes,3.36,8.41,Job Transfer,Yes,Emily Patel
New,Available,M L S,Yes,11.98,8.81,Job Transfer,,Luis Garcia
Null, ,MLS,No,7.39,9.95,,,Priya Sharma
Null,Available,Bulk,Yes,5.09,11.16,Job Transfer,,Sophia Williams
Offered,Closed,MLS,,11.22,16.49,Job Transfer,Yes,Emily Patel
Reviewed,Available,Bulk,No,4.53,15.27,,,Michael Chen
Offered,Always Kick,MLS,Yes,5.97,5.52,,Yes,Luis Garcia
Closed,Pend,M L S,No,11.18,11.91,,Yes,Jessica Lin
Cancelled,Null,Broker,,11.41,7.25,,No,Luis Garcia
Reviewed,Cancelled,M L S,No,5.8,12.95,Job Transfer,No,Jessica Lin
Null,Available,Broker,Yes,10.72,5.75,Investor Sale,Yes,Luis Garcia
Cancelled,Pending,Internal,No,10.93,13.03,Investor Sale,,Samantha Pierce
Reviewed,Always Kick,MLS,No,7.78,13.15,,Yes,Samantha Pierce
Cancelled,Always Kick,Bulk,,4.74,11.29,,No,David Thompson
Null,Cancelled,Bulk,No,7.77,6.84,,,David Thompson
Null, ,M L S,No,8.84,16.95,,Yes,Michael Chen
Reviewed,Always Kick,MLS,,8.28,16.48,Job Transfer,No,Jessica Lin
Offered, ,Auction.com,,11.64,5.42,Investor Sale,Yes,Jessica Lin
Cancelled,Cancelled,MLS,No,6.34,10.41,,,David Thompson
Cancelled,Pend,M L S,Yes,3.14,8.81,,,Samantha Pierce
New,Available,MLS,No,4.53,18.6,,No,Sophia Williams
Closed,Cancelled,Auction.com,,9.05,7.02,Investor Sale,Yes,Priya Sharma
Accepted Offer,Close,Broker,Yes,8.69,12.5,Job Transfer,No,Jessica Lin
Null,Available,Auction.com,Yes,6.64,18.64,Job Transfer,No,Sophia Williams
Accepted Offer,Available,MLS,,4.52,14.31,Downsizing,Yes,Sophia Williams
Cancelled,Pending,M L S,No,8.9,17.35,Investor Sale,No,David Thompson
 ,Always Kick,Internal,,6.65,16.01,Investor Sale,Yes,Amit Kumar
Closed,Always Kick,MLS,No,6.09,7.57,Job Transfer,Yes,Luis Garcia
Cancelled, ,Bulk,Yes,6.47,11.09,Downsizing,No,Emily Patel
Offered, ,MLS,Yes,3.06,8.25,Job Transfer,,Jason Miller
Reviewed,Close,Auction.com,Yes,4.96,13.53,Investor Sale,Yes,David Thompson
Reviewed,Kick,Opendoor,No,10.62,8.33,Downsizing,No,Priya Sharma
Closed,Null,Bulk,No,10.78,19.06,Job Transfer,No,Michael Chen
Null,Pend,Bulk,No,6.2,9.39,,,David Thompson
Closed,Always Kick,MLS,No,10.87,7.45,Downsizing,No,Priya Sharma
Closed,Pending,Auction.com,,4.08,12.51,,Yes,Samantha Pierce
Reviewed,Close,Auction.com,No,11.23,5.7,Investor Sale,No,Sophia Williams
New,Pend,M L S,Yes,6.47,8.28,Investor Sale,Yes,Michael Chen
New,Kick,MLS,,4.09,14.55,,,Luis Garcia
Offered,Null,Opendoor,,10.22,5.06,Investor Sale,No,David Thompson
New,Pending,Opendoor,No,8.79,7.85,,No,Michael Chen
Accepted Offer,Available,Auction.com,Yes,7.44,7.24,Investor Sale,Yes,Jason Miller
Null,Available,Opendoor,Yes,9.76,19.38,Investor Sale,No,Sophia Williams
Offered,Kick,M L S,Yes,10.16,19.36,,,Jason Miller
 ,Pending,MLS,Yes,5.84,12.47,Investor Sale,No,Amit Kumar
Closed,Closed,MLS,Yes,9.0,7.56,Downsizing,,Priya Sharma
Offered, ,M L S,Yes,11.95,14.07,Investor Sale,,Luis Garcia
Accepted Offer,Available,MLS,Yes,9.68,13.66,Downsizing,,Emily Patel
Closed,Always Kick,MLS,No,10.2,6.88,Job Transfer,Yes,Jason Miller
Cancelled,Always Kick,M L S,No,6.54,10.67,,Yes,Sophia Williams
Closed, ,Broker,No,3.23,9.81,Downsizing,No,Amit Kumar
Closed,Always Kick,Internal,,5.42,5.29,Job Transfer,,Priya Sharma
New,Close,MLS,No,7.53,13.17,,No,Amit Kumar
Null,Close,MLS,,4.23,6.19,Downsizing,Yes,Emily Patel
Accepted Offer,Closed,Opendoor,No,10.9,14.14,Downsizing,No,Sophia Williams
Offered,Cancelled,Bulk,,10.35,11.22,Investor Sale,No,Luis Garcia
New,Available,Opendoor,Yes,9.65,7.17,Job Transfer,,Samantha Pierce
Accepted Offer,Close,Auction.com,No,8.07,19.3,,No,David Thompson
New,Closed,Bulk,Yes,6.47,16.26,Downsizing,Yes,Jessica Lin
Reviewed,Always Kick,Auction.com,No,11.15,8.08,Investor Sale,,Amit Kumar
Null,Always Kick,Internal,,4.08,10.06,Job Transfer,,David Thompson
Cancelled,Pending,Opendoor,No,10.27,14.6,Job Transfer,,Michael Chen
Null, ,Internal,Yes,5.81,11.38,,No,Jessica Lin
 ,Available,MLS,No,9.81,10.4,,Yes,Samantha Pierce
New, ,MLS,No,8.66,12.27,,No,Jessica Lin
 ,Pend,Broker,No,10.26,10.81,Job Transfer,Yes,Samantha Pierce
 ,Pend,MLS,No,4.97,18.41,Investor Sale,No,David Thompson
Reviewed,Closed,MLS,,5.79,6.81,Job Transfer,Yes,Jason Miller
Accepted Offer,Available,MLS,Yes,8.84,10.12,Downsizing,Yes,Priya Sharma
Accepted Offer,Pending,MLS,,6.61,9.43,Investor Sale,,Amit Kumar
Cancelled,Available,MLS,No,5.87,12.52,Job Transfer,No,Jason Miller
Null, ,Auction.com,,3.1,17.21,Downsizing,,Samantha Pierce
New,Closed,Broker,,5.43,5.33,Job Transfer,No,Jason Miller
Closed,Kick,Opendoor,No,8.05,9.45,,No,Jessica Lin
Cancelled, ,Internal,,5.08,16.64,Job Transfer,,Samantha Pierce
Offered,Pend,MLS,No,3.53,16.73,Job Transfer,Yes,Emily Patel
Accepted Offer,Pending,MLS,,3.47,10.26,,Yes,Emily Patel
Accepted Offer,Null,MLS,,4.21,10.44,,Yes,Emily Patel
Cancelled,Cancelled,MLS,,6.34,17.98,Investor Sale,No,Jason Miller
Closed,Available,Opendoor,,7.27,12.17,Downsizing,,Sophia Williams
Accepted Offer,Available,MLS,,10.3,8.38,Investor Sale,No,Emily Patel
 ,Pending,MLS,Yes,7.46,10.43,Downsizing,No,Luis Garcia
Null,Kick,MLS,,3.85,12.46,Downsizing,Yes,Emily Patel
Closed,Kick,Auction.com,Yes,4.47,12.32,Investor Sale,,Luis Garcia
Cancelled, ,MLS,Yes,9.67,11.89,Job Transfer,,Luis Garcia
Closed, ,Auction.com,Yes,7.05,15.54,,,Luis Garcia
Closed,Kick,Broker,,9.18,16.67,Investor Sale,No,Jessica Lin
Accepted Offer,Closed,M L S,,3.49,16.77,Investor Sale,,Sophia Williams
Cancelled,Pend,Auction.com,No,11.19,8.78,Investor Sale,Yes,Jessica Lin
Null,Null,Internal,Yes,10.11,19.8,Job Transfer,No,Amit Kumar
 ,Close,MLS,No,7.39,15.74,Investor Sale,No,Amit Kumar
Cancelled, ,Opendoor,,3.2,7.7,Investor Sale,Yes,Samantha Pierce
Reviewed,Cancelled,M L S,No,4.29,12.48,,Yes,Samantha Pierce
Null,Kick,M L S,Yes,4.43,16.3,Job Transfer,Yes,Emily Patel
New,Available,Bulk,,9.62,7.64,Job Transfer,,Michael Chen
Offered,Null,Opendoor,Yes,4.08,13.5,Investor Sale,Yes,Emily Patel
 ,Pend,Bulk,,5.66,13.06,Downsizing,Yes,Sophia Williams
 ,Close,M L S,No,7.05,12.05,Investor Sale,No,Emily Patel
Cancelled, ,Auction.com,No,11.48,6.06,Investor Sale,No,Michael Chen
Closed,Closed,Broker,,11.81,5.43,,,Priya Sharma
Accepted Offer,Cancelled,M L S,Yes,9.96,18.59,Downsizing,,Amit Kumar
Null,Closed,MLS,Yes,5.88,19.82,Downsizing,Yes,Emily Patel
Closed,Cancelled,Opendoor,,8.59,10.32,Downsizing,,Michael Chen
Closed,Kick,M L S,,5.3,16.61,Job Transfer,No,Jason Miller
New,Pending,MLS,Yes,9.04,13.02,Job Transfer,,Jessica Lin
 , ,MLS,No,10.82,11.76,Job Transfer,Yes,Samantha Pierce
New,Null,Internal,No,6.68,11.31,Job Transfer,Yes,Jason Miller
 ,Cancelled,Internal,No,8.77,11.97,Job Transfer,Yes,Emily Patel
Closed,Closed,M L S,No,4.93,9.3,Job Transfer,No,Samantha Pierce
Offered,Closed,MLS,,5.09,5.47,Job Transfer,,Amit Kumar
Offered,Close,M L S,Yes,9.98,14.3,Job Transfer,,Michael Chen
Offered,Pend,MLS,No,3.54,8.05,Downsizing,No,David Thompson
Closed,Closed,Auction.com,Yes,7.42,19.44,,,Amit Kumar
Null,Kick,Auction.com,,10.49,8.03,,Yes,Jessica Lin
New,Pending,Auction.com,,7.59,9.26,Downsizing,,Emily Patel
Offered,Close,MLS,,8.89,10.85,Investor Sale,No,Jessica Lin
Reviewed,Null,Broker,,4.33,6.17,Investor Sale,Yes,Emily Patel
New,Always Kick,Auction.com,No,5.28,12.98,Job Transfer,Yes,Michael Chen
Null,Available,Auction.com,,8.95,9.2,,No,Luis Garcia
Offered,Kick,MLS,No,7.73,15.8,Downsizing,Yes,Jessica Lin
New,Kick,MLS,,7.9,12.47,,Yes,David Thompson
Cancelled,Closed,MLS,Yes,11.8,10.96,,No,David Thompson
Null,Cancelled,M L S,,11.14,12.09,Downsizing,,Emily Patel
Closed,Pending,Auction.com,,6.98,9.37,Downsizing,Yes,Amit Kumar
Cancelled,Pending,Internal,,10.03,9.46,Job Transfer,Yes,Michael Chen
Null,Kick,MLS,No,6.64,5.68,Job Transfer,Yes,Luis Garcia
 ,Null,MLS,No,11.73,12.2,,No,Priya Sharma
Accepted Offer, ,MLS,No,9.79,11.56,Job Transfer,Yes,Emily Patel
Cancelled,Pending,Opendoor,No,3.71,14.14,Investor Sale,Yes,Luis Garcia
Cancelled,Null,Auction.com,Yes,3.16,17.02,Investor Sale,,Jessica Lin
Null, ,Auction.com,Yes,9.75,16.36,Investor Sale,,Luis Garcia
Accepted Offer,Kick,MLS,No,5.76,18.13,,No,David Thompson
Accepted Offer,Always Kick,M L S,Yes,6.51,7.16,,Yes,Sophia Williams
Cancelled,Pend,Auction.com,Yes,9.84,19.47,Job Transfer,Yes,Samantha Pierce
Null,Always Kick,Bulk,Yes,11.45,10.87,,Yes,Luis Garcia
 ,Closed,M L S,Yes,10.92,14.02,Downsizing,No,Samantha Pierce
Reviewed,Pend,MLS,,7.17,5.22,Investor Sale,,Priya Sharma
New,Always Kick,MLS,No,5.02,8.31,Job Transfer,,Jason Miller
New,Closed,Auction.com,,7.65,8.43,Investor Sale,,Emily Patel
New,Pend,Internal,Yes,6.55,18.9,Job Transfer,,David Thompson
Cancelled,Closed,Auction.com,Yes,8.43,6.1,Investor Sale,Yes,Jessica Lin
Reviewed,Cancelled,M L S,Yes,3.42,10.66,Job Transfer,No,Amit Kumar
Cancelled,Pend,MLS,,6.46,16.97,Job Transfer,Yes,Michael Chen
 ,Closed,Broker,No,11.43,5.15,,,Luis Garcia
Accepted Offer,Available,Bulk,No,5.12,10.62,,No,Amit Kumar
Closed,Available,M L S,,8.63,13.6,Job Transfer,,Samantha Pierce
Closed,Available,Bulk,Yes,5.11,11.6,Investor Sale,Yes,Emily Patel
Accepted Offer,Always Kick,M L S,Yes,8.18,14.69,,No,Jason Miller
New,Always Kick,Broker,Yes,8.02,15.33,Downsizing,No,Priya Sharma
New, ,Bulk,No,7.86,10.63,,Yes,Michael Chen
Offered,Close,Auction.com,,4.81,11.31,Job Transfer,,Samantha Pierce
 ,Pend,M L S,,5.46,6.64,,,David Thompson
Cancelled,Kick,Auction.com,,6.29,15.14,,No,Amit Kumar
Offered,Closed,Opendoor,No,5.08,7.44,Downsizing,Yes,Luis Garcia
Closed,Always Kick,Opendoor,Yes,7.46,15.61,,,Jason Miller
Cancelled,Kick,Bulk,,7.91,12.19,Investor Sale,No,Jason Miller
Reviewed,Closed,Internal,,6.45,5.45,,Yes,Priya Sharma
Null,Always Kick,MLS,No,11.64,12.38,Downsizing,Yes,Emily Patel
Closed,Pending,Auction.com,Yes,7.91,6.36,,Yes,Michael Chen
New,Closed,MLS,,6.47,9.96,Investor Sale,,Michael Chen
Accepted Offer,Close,MLS,No,9.5,10.87,Downsizing,No,Jessica Lin
Cancelled,Pending,M L S,Yes,5.69,18.71,,No,Michael Chen
Closed,Null,MLS,,9.65,17.88,Job Transfer,Yes,David Thompson
Offered, ,Auction.com,Yes,6.56,13.19,Job Transfer,No,Jason Miller
Cancelled,Always Kick,Internal,Yes,10.32,12.85,,No,David Thompson
Cancelled,Pending,MLS,No,8.67,13.53,Job Transfer,No,Samantha Pierce
Closed,Kick,Auction.com,No,8.39,7.15,Job Transfer,Yes,David Thompson
 ,Pend,Opendoor,,10.04,16.54,Downsizing,Yes,Michael Chen
Offered, ,Bulk,No,10.99,9.21,,,Amit Kumar
New,Close,MLS,No,7.03,14.28,Job Transfer,,Sophia Williams
Cancelled,Null,MLS,No,9.39,11.98,Investor Sale,Yes,Jason Miller
 ,Close,MLS,,7.12,13.7,,Yes,Priya Sharma
Null,Pend,Opendoor,,10.73,8.89,,,David Thompson
Offered,Kick,Bulk,No,11.67,16.17,Investor Sale,No,Luis Garcia
Accepted Offer,Available,Internal,,5.47,10.2,Investor Sale,No,Priya Sharma
Offered,Closed,M L S,No,9.79,14.93,Investor Sale,,Luis Garcia
Closed,Null,MLS,No,10.63,18.3,Job Transfer,,Jessica Lin
Reviewed,Pending,MLS,Yes,4.03,6.85,Job Transfer,No,Emily Patel
New,Null,Bulk,No,9.54,18.62,,No,Jessica Lin
Offered,Closed,Auction.com,Yes,7.28,16.68,Investor Sale,No,Amit Kumar
Null, ,Bulk,Yes,8.84,15.78,Job Transfer,,Emily Patel
Reviewed, ,Opendoor,No,7.76,9.79,Job Transfer,,Samantha Pierce
Closed,Always Kick,Auction.com,,9.98,17.78,,,Jessica Lin
Accepted Offer,Closed,M L S,,10.54,11.81,,,Jessica Lin
New,Close,Opendoor,,11.2,12.04,Job Transfer,No,Jessica Lin
Null,Pend,M L S,Yes,4.4,18.57,Job Transfer,,Luis Garcia
Closed,Kick,MLS,,8.82,10.05,,Yes,Michael Chen
Offered,Close,Opendoor,Yes,11.22,11.36,,No,David Thompson
Offered, ,MLS,Yes,6.52,7.88,Job Transfer,,Samantha Pierce
Offered,Always Kick,MLS,Yes,4.3,11.89,Job Transfer,Yes,Samantha Pierce
Null, ,Internal,,9.37,18.3,Downsizing,,Luis Garcia
Offered,Closed,Bulk,No,11.68,16.49,Job Transfer,Yes,David Thompson
Accepted Offer,Kick,Broker,Yes,9.07,6.79,Job Transfer,,Jessica Lin
Closed,Close,Broker,,11.01,11.29,Downsizing,No,Jessica Lin
Null,Cancelled,MLS,No,8.39,19.74,Downsizing,Yes,Samantha Pierce
Closed,Available,Opendoor,,11.31,9.25,,Yes,Emily Patel
Accepted Offer,Cancelled,Internal,No,9.36,10.66,Investor Sale,No,David Thompson
New,Pend,M L S,Yes,10.02,5.32,Investor Sale,No,Sophia Williams
Reviewed,Cancelled,Broker,No,3.63,14.63,Investor Sale,,Priya Sharma
Reviewed,Pend,MLS,Yes,9.45,13.21,Downsizing,No,Emily Patel
New,Null,Broker,Yes,10.7,8.86,Job Transfer,,Samantha Pierce
 ,Null,MLS,No,6.6,10.49,Job Transfer,Yes,Jason Miller
Cancelled,Pending,MLS,Yes,6.55,16.99,Downsizing,,Michael Chen
Reviewed, ,M L S,No,9.21,19.26,Downsizing,No,David Thompson
Offered,Always Kick,Internal,Yes,11.16,5.99,Job Transfer,,Amit Kumar
Closed,Null,MLS,Yes,5.31,9.0,Job Transfer,,Sophia Williams
 ,Cancelled,Broker,Yes,4.57,14.63,Investor Sale,Yes,Emily Patel
Accepted Offer, ,MLS,No,10.21,18.41,,Yes,Jason Miller
 , ,M L S,No,4.99,11.21,Job Transfer,,Sophia Williams
Offered,Pending,Opendoor,No,9.45,6.25,Investor Sale,,Emily Patel
New, ,Broker,No,7.19,5.21,,,Michael Chen
Reviewed,Closed,Broker,Yes,11.68,6.12,,No,Samantha Pierce
Null,Cancelled,MLS,,11.86,6.27,Downsizing,Yes,Priya Sharma
Offered,Available,Auction.com,,6.18,17.08,Investor Sale,Yes,Luis Garcia
Closed,Cancelled,Broker,No,3.57,9.32,Investor Sale,Yes,Jason Miller
Null,Pend,Opendoor,,9.84,14.65,Downsizing,No,Samantha Pierce
Offered,Cancelled,Broker,,5.61,9.48,Downsizing,,Jessica Lin
New,Null,MLS,,11.85,17.9,,Yes,Emily Patel
New,Kick,Internal,No,11.76,14.94,Downsizing,,Jessica Lin
Cancelled,Null,M L S,,10.67,19.9,Downsizing,,Emily Patel
New,Pending,Opendoor,No,9.97,16.9,Job Transfer,No,Jason Miller
Cancelled,Closed,MLS,,9.46,18.6,Downsizing,Yes,Luis Garcia
New,Null,M L S,,11.78,13.25,,Yes,Jason Miller
Cancelled,Close,Auction.com,Yes,4.51,18.4,,No,Sophia Williams
Offered,Pend,Opendoor,,11.5,13.17,Job Transfer,Yes,Samantha Pierce
Closed,Close,Internal,No,8.22,9.59,,Yes,Emily Patel
New,Always Kick,Broker,Yes,3.82,5.52,,Yes,Luis Garcia
Null, ,Broker,,11.56,5.51,Job Transfer,Yes,David Thompson
 , ,Opendoor,Yes,7.7,15.65,Downsizing,No,Sophia Williams
Cancelled,Always Kick,MLS,Yes,11.82,11.19,Downsizing,No,Amit Kumar
New,Kick,Auction.com,No,10.73,14.93,,,David Thompson
Cancelled, ,MLS,,10.71,10.86,Investor Sale,,Jason Miller
Reviewed, ,Internal,No,11.47,5.03,,No,Priya Sharma
Closed, ,Bulk,No,7.54,12.64,Job Transfer,Yes,Jason Miller
New,Closed,MLS,,7.54,10.84,,Yes,Luis Garcia
 ,Close,Bulk,Yes,5.51,11.78,,No,Sophia Williams
Closed,Available,MLS,No,7.74,13.86,,Yes,Luis Garcia
New, ,M L S,No,6.22,5.51,Investor Sale,,Amit Kumar
Closed,Cancelled,MLS,,9.27,9.66,,,Sophia Williams
Reviewed,Null,M L S,,7.83,7.83,Investor Sale,,Samantha Pierce
Reviewed,Pending,Opendoor,Yes,5.66,15.37,Investor Sale,Yes,Luis Garcia
 ,Available,Auction.com,No,9.45,13.23,Downsizing,No,Jessica Lin
Cancelled,Kick,Bulk,,9.33,12.08,Investor Sale,No,Sophia Williams
 ,Closed,Bulk,,3.34,6.33,,No,Sophia Williams
New,Pend,Bulk,Yes,9.29,10.11,Job Transfer,Yes,Luis Garcia
Offered,Available,Opendoor,No,9.51,17.35,Downsizing,No,Jessica Lin
Accepted Offer,Closed,M L S,No,8.53,11.2,Job Transfer,Yes,Jason Miller
Cancelled,Pending,MLS,No,7.09,6.13,Downsizing,No,Sophia Williams
New,Available,Internal,Yes,11.32,12.21,Job Transfer,,David Thompson
Offered, ,MLS,No,10.88,13.98,Downsizing,Yes,Michael Chen
Reviewed,Kick,M L S,No,11.71,12.56,Downsizing,Yes,Jason Miller
Reviewed,Closed,Auction.com,Yes,6.97,8.33,,,Luis Garcia
Accepted Offer,Null,M L S,Yes,3.82,7.59,Downsizing,Yes,Emily Patel
Null,Cancelled,Auction.com,,10.44,14.22,Downsizing,No,Luis Garcia
 ,Close,M L S,No,3.78,9.03,Downsizing,,Emily Patel
New,Kick,Broker,Yes,3.96,14.43,Job Transfer,Yes,Emily Patel
New,Closed,Auction.com,No,4.34,18.55,Job Transfer,No,Luis Garcia
Accepted Offer,Pending,Internal,No,4.86,12.42,,No,Priya Sharma
Offered,Closed,MLS,No,11.3,18.93,Downsizing,No,Emily Patel
Null,Closed,Bulk,No,11.56,5.23,Downsizing,No,Michael Chen
Offered,Pend,Bulk,Yes,8.87,9.72,,No,Michael Chen
Accepted Offer,Kick,Internal,Yes,10.01,7.74,,No,Jessica Lin
Closed,Pend,Bulk,No,9.17,16.18,Investor Sale,No,Emily Patel
New, ,Opendoor,Yes,5.18,16.19,,No,Priya Sharma
Cancelled, ,Opendoor,Yes,4.31,14.04,Investor Sale,,Jessica Lin
Cancelled,Pend,Internal,No,6.62,6.58,Job Transfer,No,Jason Miller
Reviewed,Available,M L S,No,4.91,13.45,Job Transfer,No,Jessica Lin
Accepted Offer,Available,Broker,,10.17,7.39,Downsizing,,Priya Sharma
Closed,Closed,Bulk,No,7.11,13.27,Downsizing,Yes,Jessica Lin
Offered,Pend,Internal,Yes,7.85,11.3,Job Transfer,Yes,Jason Miller
Offered,Cancelled,MLS,Yes,5.78,6.18,Downsizing,No,Samantha Pierce
Cancelled,Cancelled,Bulk,No,11.39,9.5,,Yes,Michael Chen
Cancelled,Null,Internal,,6.8,19.45,Job Transfer,,Michael Chen
 ,Close,M L S,,8.29,9.95,Job Transfer,No,Luis Garcia
Accepted Offer,Pend,MLS,Yes,5.52,5.35,,,Jason Miller
Closed,Kick,Bulk,No,9.1,13.5,Job Transfer,No,David Thompson
Cancelled,Always Kick,Internal,No,8.34,17.64,Job Transfer,No,Sophia Williams
 , ,Internal,,4.84,15.01,Investor Sale,Yes,Luis Garcia
 ,Pending,M L S,Yes,4.38,5.31,Downsizing,,Jessica Lin
Null,Cancelled,Broker,,4.86,16.22,Job Transfer,No,Jason Miller
Null,Pend,M L S,No,10.98,8.7,Downsizing,Yes,David Thompson
Cancelled,Pending,M L S,,7.6,6.61,Downsizing,No,Samantha Pierce
Offered,Null,Internal,,8.81,14.62,Downsizing,Yes,David Thompson
 ,Closed,Opendoor,,9.57,10.36,Investor Sale,No,Jason Miller
Accepted Offer, ,MLS,Yes,10.05,18.12,Job Transfer,No,Amit Kumar
Accepted Offer,Pend,Broker,No,10.34,8.5,,Yes,David Thompson
 , ,MLS,Yes,9.46,13.66,,,Michael Chen
New,Close,Auction.com,Yes,10.98,13.36,Investor Sale,No,Samantha Pierce
Closed,Pending,M L S,No,9.72,6.58,Investor Sale,Yes,Priya Sharma
Null,Pending,MLS,No,8.43,6.7,Job Transfer,Yes,Jason Miller
Closed,Pending,MLS,No,6.97,6.82,Investor Sale,Yes,Michael Chen
Offered,Pend,Auction.com,No,11.06,8.23,Job Transfer,Yes,Luis Garcia
Reviewed,Cancelled,Internal,Yes,11.11,7.52,Investor Sale,No,Sophia Williams
