Previous_Rent,List_Price,Zestimate,ARV,Expected_Rent,Rent_Zestimate,Low_FMR,High_FMR,Redfin_Value
2230,465309,438341,384325,2878,3712,1948,2178,103867
2380,436699,171875,99222,3181,1695,1631,3074,261372
1204,229925,98478,146692,1152,1042,914,2976,264707
2170,477977,337674,106752,1665,2664,1058,3192,357099
1871,211885,181026,312997,1848,3867,1271,1594,599597
3454,460089,545458,268029,1111,3732,1668,2439,322276
1119,354198,199281,409309,2323,1981,1543,2224,162357
1454,304127,526658,414308,1467,2840,1088,1386,136194
3058,438664,506610,112820,3329,1131,722,2518,229335
950,388478,294597,142599,3457,2663,888,1615,469451
2340,161511,139104,448521,1398,1012,1567,2053,387202
1883,423628,355242,359500,1639,2567,1425,2816,240444
1810,287615,408750,367067,3243,2219,1222,2488,192882
3265,496252,132203,93540,2135,2551,1280,1276,462962
2381,126772,318727,494370,3435,3856,1224,2427,472705
2293,458933,490575,195126,1370,2933,773,1899,440692
1717,364058,129798,304330,1137,3852,1883,2454,120099
3337,103978,295986,156869,1866,2659,718,1915,289904
2471,273055,360125,509265,2440,2728,927,1723,322356
1573,93995,286452,306655,3018,1237,1002,1959,478956
2796,163040,112535,261737,3294,3575,832,2875,280583
3444,177545,481365,155574,2093,1984,1530,2350,466378
963,307158,393460,268365,1491,3446,1257,1674,93529
2871,336959,215755,450249,1983,2039,1920,3182,566629
2501,168999,442707,203557,2895,3661,1341,1824,560714
2114,192762,435947,114815,2987,3583,1438,2718,408413
2279,319909,350438,385197,2609,2719,1421,1276,257924
2753,110553,152150,214006,1623,1991,1350,1468,404718
1684,107917,363211,291369,1315,2991,1891,1250,93893
1456,429960,115980,436585,961,3529,1522,2479,458500
2790,164452,156261,148624,1703,2611,1866,2530,334454
3172,363733,207788,356900,2655,3283,1767,1574,295926
3127,267570,376713,149208,2039,2171,1657,1213,285829
1967,227884,516636,191665,3476,3897,867,3263,268275
1363,119459,300702,325332,1338,1619,1711,1490,411541
2958,365923,211132,358111,3473,3527,1345,3344,130026
3441,287988,304760,458394,3026,1415,1033,2121,416632
3068,226719,171475,245615,2286,1338,1255,3000,422167
1435,469456,197909,580131,2313,3330,1727,2816,231707
1572,376247,124299,282214,1646,2024,1802,2700,573691
3092,484464,512918,303578,2639,1845,1159,2529,108776
2008,186948,468448,303038,1178,3173,1626,3189,263306
2769,172515,173335,373764,3402,1982,744,3421,265409
1046,360902,351933,329578,3364,3052,1641,3406,378784
1070,129883,544669,306096,2625,2328,1187,2537,531090
2275,150509,278569,530385,1685,1168,776,2631,322396
1613,156500,322819,193762,996,1139,828,2452,194623
2370,169334,506826,165959,2105,1387,1726,2997,345448
2316,335583,423111,515366,1061,3639,1383,2819,565137
840,111413,143431,471970,3358,2970,1222,1354,409565
1763,155051,489689,547225,1516,1780,1603,3405,306006
1934,161422,529372,371608,2557,3422,1531,3338,201095
1859,310880,267093,362745,1543,3367,816,3089,572952
2564,349872,472919,183455,1818,2546,1067,3228,485147
2459,93858,444673,360786,1366,3029,1482,1841,138850
964,426881,247780,336149,991,944,1374,3100,127657
2629,120363,136768,297788,3317,2655,1570,2545,98460
1968,175696,212479,496120,1495,2865,816,2057,276433
1038,385413,235655,368348,1294,3533,1632,1561,419579
2732,428302,352415,111650,1079,1088,1878,2602,269843
3212,319108,292705,164498,2537,2978,1411,2977,154512
2158,184212,176955,94654,3429,1256,1345,2377,415589
1664,271368,277733,398969,3393,3736,1265,2460,161302
1509,382461,105597,300304,1408,3065,1813,3282,505510
1609,235873,457567,183714,1885,3916,1130,2977,153407
1223,92626,476897,589698,3128,3329,1111,2217,281142
3475,333481,442925,247208,2942,903,1086,1808,134571
1776,433410,332876,416744,3194,2486,1822,1928,202591
2344,188096,506197,467005,3031,1491,843,2047,563287
1467,238010,413114,105047,2593,3797,1201,1765,124860
2974,485359,163674,164175,1525,3491,1846,2842,359759
1303,362817,294171,344835,1280,2745,1508,1680,392052
3248,385806,489514,455389,2055,1574,1051,2404,176820
2322,218365,471467,146666,2174,3095,1089,1959,141773
1590,418761,403332,536004,2037,1022,1843,3352,335650
1667,272316,467950,124638,1281,2413,1679,3202,465276
2271,160305,106524,575463,2304,3090,1501,2472,109606
3281,136002,264767,212340,1838,2491,930,2922,451511
1778,208182,120317,505534,3240,3796,1014,2364,418455
3465,426762,315961,396167,3390,3567,1256,1935,311983
1806,390556,492405,373866,1037,1469,1849,2951,504377
1731,396503,317555,133661,1543,2801,1454,1269,275796
3280,125320,203988,338717,2103,1195,1976,1984,358715
3316,217827,332053,195503,3290,1216,891,2495,431253
1246,204180,269154,189916,2356,2034,821,2127,482066
1112,236632,330771,140424,1799,2525,1278,1711,532265
1958,358138,107617,126740,2631,1353,989,2918,179584
2997,112523,138057,594966,1363,1023,1125,1965,394779
3396,317341,146116,357655,3292,3001,807,3006,242871
1169,348014,266383,295499,2876,2307,1967,2520,542307
978,127624,349884,478252,1126,3798,1783,2250,427468
2444,478269,102056,343203,2483,3835,1050,1758,366682
2979,156394,441866,214269,1515,3195,1432,2639,477895
1421,462754,239431,395484,1186,2612,1144,2906,278139
1452,234966,290319,173311,3130,2424,1484,2139,574484
896,283039,504239,255427,1059,3145,1951,2947,352813
3253,160188,413547,339668,2661,1762,1250,1885,491223
1039,476105,337186,530281,1675,2266,1022,1726,165559
2474,354054,121436,373220,3356,3768,1020,1277,125206
2936,308973,480126,437269,1866,3142,1169,1651,542568
2979,237160,393511,471882,1776,1762,1198,3482,381712
3210,284527,298227,157846,2918,3308,1262,2788,315825
1741,424824,155739,129478,1834,3380,707,1291,273503
3464,252730,129127,511469,1690,1503,1074,1929,562130
1780,361273,136068,292834,3435,3606,1714,2405,394342
2104,411143,316396,95421,1283,2533,1159,1699,367986
3244,319994,343915,91074,2858,3610,1137,1934,120287
2106,442699,481159,147737,2316,1925,1730,2916,593229
2902,152666,353554,119562,1368,974,1459,2094,169196
3071,157551,256899,595508,2364,1990,1793,2889,417076
1663,136828,264933,562601,1935,1144,1803,1192,303572
1509,360307,403308,583041,1301,2680,1248,1598,154522
1196,392369,341683,212750,2729,3642,1665,2339,92552
3445,443602,361445,407912,920,1279,1581,2010,403647
2772,175866,515528,489448,1338,3767,819,1484,309260
2861,167402,124017,279530,1912,3916,1888,1702,508997
1530,458101,540795,157015,2273,3994,1038,2838,331337
2658,261236,322510,120051,2578,2339,1676,3151,110778
2380,116294,208612,383231,1806,2783,773,2101,182982
3123,421804,420114,367208,1143,1830,980,1845,116607
3299,153940,474497,414318,1788,3597,1707,1720,579225
3482,194088,207324,299573,2735,3365,1397,2934,227033
2005,220677,391035,470233,3462,1303,929,2756,210506
2537,268209,364844,347612,1602,3998,1716,2793,394553
1517,250227,164395,139997,1829,1303,1057,1980,334738
1355,179545,403542,251975,1630,2907,1260,2756,519124
1450,421330,313963,585459,2224,2653,1077,1128,530377
1607,105377,125986,350092,2969,2278,1076,2899,113849
2728,458427,344691,317613,1902,1149,1194,3379,434006
1910,138301,406536,380715,925,2992,1058,2717,132903
3143,378085,409803,423189,1081,2034,938,2297,237647
2611,424340,284769,278658,1811,1616,1700,1437,566573
2111,186208,340318,302598,2038,2573,1405,2107,567112
2880,334390,524162,134727,3132,3494,851,2493,301552
2805,433120,99717,526319,2802,2985,702,1707,490708
2755,213157,307581,543682,3363,3894,1199,1813,397623
2148,234334,453186,583964,2811,1533,1207,1145,184431
3008,225233,343049,193072,2633,1292,843,2458,125549
1975,133638,501598,428133,2347,3871,1907,2610,363880
3356,271409,516188,97268,1862,3802,1545,2575,391820
1932,430567,100568,484457,2161,1505,739,2872,431276
2421,464018,415079,315407,2842,1509,1339,2471,287830
1357,412979,413400,248895,2455,2515,1724,2722,247022
1207,368552,99989,126236,2726,2949,1100,1221,157548
3403,111454,184271,554359,1497,2885,1110,1508,460173
1246,183951,396461,497818,2111,1330,1676,3008,176874
1053,290550,235040,557854,2236,3977,1352,1211,516752
3398,190699,344383,529321,2436,1594,959,1920,286814
1905,156327,377773,124397,1236,2790,1131,2910,208663
3252,486921,94964,550171,3047,2676,766,2598,424238
2926,319868,298368,297823,2832,1631,1980,2722,347990
2631,137596,342854,219987,3455,1061,1729,3324,409072
2771,283622,507899,522743,1778,1267,1562,1697,562333
1180,268719,289822,137900,3408,1517,1445,3319,291526
1398,183870,133698,593048,2930,2961,738,2487,301599
3385,153739,170924,118935,1965,921,761,2040,367413
3037,180274,170012,282415,1615,1838,1379,2098,524224
1562,130844,437468,467019,1911,1509,1495,2285,337299
1076,313296,442136,281753,1313,3867,745,2199,529581
1231,336144,458619,368376,2365,2233,1677,1346,394855
1291,360753,385514,483408,1838,1391,797,1484,241184
1815,340550,369667,171697,3354,3416,1660,2198,185904
1745,426059,115505,172714,1921,3765,1056,1182,224052
1370,147705,532889,383008,1029,1170,1253,1133,513884
969,465746,547812,552852,1160,2090,1980,2099,506631
2537,320739,511739,568229,2435,1822,1722,1662,276914
3092,395019,174665,102463,1109,2352,1005,2500,259555
3398,212818,416539,581603,1617,2422,1242,1184,255396
1265,275143,220942,353973,3299,3749,1335,1327,424856
1274,331495,367097,246977,1981,2929,1990,2500,215566
2908,125410,363653,404753,2660,2396,1715,1858,440473
3387,465879,170401,342063,2179,1359,1514,1487,265072
1950,389339,313438,524695,2144,2811,1145,3194,568602
939,367161,511191,278515,1214,3069,1906,2636,532174
1519,430892,485311,121296,3299,1284,907,2748,340419
1502,118402,386505,199975,2615,1107,1767,1470,343400
2874,483489,543263,175145,1684,1600,1603,1469,259338
2625,329699,211320,426132,2770,3937,1491,1281,520419
1469,422308,330623,192184,1023,2429,1312,3009,294599
2881,202282,440573,391091,1362,2988,1384,2170,405967
1104,316449,210245,319886,903,1357,1112,2141,157328
2407,443471,542436,534358,3184,2524,858,3477,124527
1080,189720,459537,520492,1360,2431,1868,2509,253294
2527,205199,111301,358785,1492,2312,898,3210,197166
3247,352997,105284,550696,2538,1777,719,2500,203366
2657,489782,425854,456708,2748,1367,1978,3228,382541
3253,360210,269338,187808,1488,3799,1275,2475,463654
1489,414590,290180,356780,2585,1986,1677,2691,226150
1331,430661,165753,133743,1694,3387,1680,2930,209369
1188,254967,321248,480357,1714,3610,1230,1623,557096
1645,379698,297659,96484,2342,1006,1897,1828,362315
1537,455433,511476,563888,1225,1055,1177,1262,374021
2981,186829,460115,572999,2718,3292,1297,2066,530196
1876,447517,307982,112905,2492,1028,1993,3465,208701
2193,325831,331127,402648,1837,3459,835,3418,307220
2594,258330,459408,174033,2410,3213,1768,2213,350392
1704,309681,481337,242118,3442,1910,1574,1450,436321
935,232910,258477,329899,1747,3222,1564,3190,135183
2821,108919,426932,358483,2849,3664,1596,1675,213056
3172,168611,174978,515662,2320,1361,1873,2635,369379
1688,136537,151947,479003,3262,1392,839,2613,503253
871,150789,462188,224089,2018,3752,1306,3219,416098
2333,372978,490514,324972,3316,3929,997,2832,540895
2344,354673,322704,486699,2754,3143,1598,2749,212448
3055,445386,108756,483067,1976,3395,1986,1245,469969
1795,364157,276345,169324,1453,2433,1885,1137,275907
1910,433982,250731,271834,2806,2166,962,2281,307778
851,361285,307394,346428,2479,2139,1388,2076,376203
2814,497376,380441,523497,2400,3193,1845,1564,434568
1378,125726,144044,338572,3267,3785,735,2172,493105
3427,145689,349602,451680,1031,2974,1877,1268,365464
2094,333929,191891,182533,2557,1213,1042,2850,176691
2591,381928,238808,451877,1436,1767,778,3003,432614
2131,451065,519696,253791,3338,3890,1691,1419,91967
1999,426756,105121,125426,3274,3905,1673,1352,394529
1687,158345,379414,456673,1852,3519,1233,2111,233232
2823,201248,252303,508227,2222,3091,1240,2499,194860
2071,432905,348575,374791,1742,2608,1041,2414,328014
2906,363009,519003,555113,1646,1364,1768,3131,331518
1885,417840,301235,300901,2288,1210,1705,1982,102600
2753,155795,365866,240620,1487,1490,975,1392,135314
2007,379014,490643,307645,946,3465,1514,2945,441156
2654,364169,234537,449307,3400,1456,1034,1468,538223
2309,97835,129227,334200,1903,3146,1619,3223,476055
1012,438029,446525,470181,929,1347,1717,3259,389849
1221,290303,448466,471234,1265,1843,962,1517,457349
3254,184287,275232,498425,1416,1787,1392,2662,173031
2304,292746,258675,565367,2331,3216,1610,3031,285622
2393,259861,481598,344271,1337,2226,793,2702,210084
3369,147667,130399,368757,1966,3519,1551,3014,338968
970,417745,471715,510271,2855,1152,1034,2720,203251
1039,322397,480984,173398,1573,1293,1894,1556,256342
1562,470118,462370,441622,944,3602,1218,2656,245945
1451,420642,495582,344314,2285,3312,1434,3291,331117
820,313011,236621,515427,3054,3363,1147,2197,242512
3076,492946,522902,134917,2357,1082,1118,2519,580525
819,485333,368026,176239,2698,2657,1798,2461,570031
2018,139167,175769,503700,2720,2319,1177,2126,589708
2498,108637,170026,305620,1851,1829,1757,3024,239602
2816,96336,464488,268822,1058,911,1917,1768,446907
1075,425530,441732,341311,990,1448,1810,2908,148865
3301,237900,189077,93962,2507,2124,1143,2526,424333
1291,441111,386884,451400,1231,1171,1889,1989,550370
2684,109530,438978,589254,1455,3857,1424,1872,172392
2198,171164,399679,206449,3213,1113,850,1966,312670
1866,226920,203467,499473,2013,3499,862,3314,537403
1349,421623,386153,270650,3099,3656,1844,2959,117080
2124,100533,335399,209618,2171,2888,1899,2731,377609
1565,201750,339206,215949,1806,3130,1123,1432,373157
2616,373611,156984,463027,3129,2045,1692,3495,189074
1628,262141,479337,473329,3404,2313,1542,1848,570167
1459,263622,214626,338051,1950,3074,1073,2132,427765
2522,422676,526692,306406,2412,1018,1000,1366,292806
1073,225669,346581,231422,3342,2402,1522,3102,457922
898,378570,477761,135158,3430,1905,993,2263,513264
3304,446526,424721,262680,2056,2835,1009,1982,115467
3108,153865,408819,351193,1360,3709,1568,1660,258106
910,311824,283255,535481,3404,2611,1854,2061,379542
3145,272597,428196,514098,1233,1599,1660,2717,293205
1280,302252,269803,310081,1359,1758,933,1442,149212
1215,196187,536967,393852,2717,2830,1470,2279,468277
1756,129370,445938,381091,3096,2670,1786,2760,361007
2279,386007,507366,409815,2332,3466,1028,1119,191491
2021,238791,401240,283841,991,1360,1083,2169,317948
2708,164880,272062,138001,2615,2415,1664,1661,336477
2668,444592,336447,326322,942,1781,1631,3314,353121
3321,152729,453559,91460,3103,1109,1246,2757,442712
2381,221040,290315,102445,3021,2959,1060,2614,461514
2539,347073,548959,128694,3476,1099,1371,1294,571668
2907,191671,109725,411744,3156,2152,1280,1360,264159
1903,245116,440403,211891,1947,2282,1942,2478,351805
2382,439954,415570,105795,1792,2128,1662,3479,568565
2305,429462,293388,330433,1791,2600,1454,2275,193092
1536,479715,537965,512222,1903,2331,1022,2606,314007
2060,133359,533424,266262,2415,3440,871,1519,148649
1720,190761,452876,561754,2546,1687,1424,2537,465123
3055,275409,302888,207554,3430,3590,1623,3069,488969
2205,401847,90045,550535,2127,2234,1550,1522,296427
3169,400509,348892,599900,1241,2770,1475,1203,446682
1267,129141,92639,430752,1239,2565,1866,3339,566513
3306,180914,309633,207232,2623,2203,1738,1243,541233
974,249330,109924,194782,3199,1445,1787,1769,576116
1859,238347,250996,541541,3042,3202,1068,2740,457933
1056,451010,242469,495067,1098,2158,1276,2663,447526
1959,275316,429125,488839,2128,2764,740,1577,361334
2232,492922,324427,361555,1350,2397,1907,1763,221846
2097,133197,478103,496397,945,2654,1410,3177,243304
1001,344503,348733,441668,2986,942,1786,3456,224739
1562,147821,548103,157164,1796,1825,1118,2717,513497
1574,471279,290985,359790,966,1005,1161,2314,484393
1169,213581,305145,580287,1037,3365,1717,1854,501871
1389,355688,94074,563817,1509,3660,1307,2653,430703
2725,121445,289640,204764,2298,3572,1553,2048,529429
1467,136688,263061,162791,1936,1845,915,2715,333948
3238,379380,416451,157369,1071,3090,881,2064,121792
1101,124174,177483,277408,1077,3896,1542,1137,249867
1857,343591,140252,519538,2507,3672,1060,3209,123854
2526,315086,339526,425486,3283,3935,1429,3190,441324
2694,393610,271652,393236,3080,955,1482,2395,281413
1826,322171,202388,592726,2082,1383,898,1540,258047
3481,149844,347345,102619,1935,909,1145,3500,446914
2195,435306,363538,468622,2644,3652,1346,3033,451436
1519,332000,252080,444845,2195,1781,1707,2871,228060
1177,283024,255554,273343,2659,1867,739,2731,267361
1137,359287,351600,208309,1443,3433,1010,1186,178185
1448,264176,492759,499668,2555,2903,1758,2485,311632
1307,120475,465463,167670,1897,2484,708,1923,437756
2364,156727,339099,560098,2957,3333,903,2101,486237
2156,269378,372079,325975,3200,2657,1313,2820,90772
2012,182732,462210,434422,1633,3099,1887,2842,463210
2907,299058,523216,105354,1144,3521,1328,2611,418473
821,339116,298127,333349,1400,1580,1794,2143,590347
2456,453036,377603,177443,980,3928,1663,3205,238547
1219,222551,103008,100661,3485,2596,1022,2875,119929
1117,341228,336934,381878,2816,2978,1038,2913,283232
2843,268514,342757,460647,1370,1473,1780,2562,342811
2073,294007,138412,113465,1031,1641,1809,2582,243277
3063,441947,132128,203151,3258,3014,1889,1951,285352
2741,102151,493993,386111,1369,1935,1658,1187,369261
2140,484734,206552,325644,2608,3145,1823,1499,455928
1765,150066,147806,395657,2724,2445,1291,1960,213229
2472,154436,399373,244975,1582,2896,951,2715,201437
3208,382803,416802,251491,1898,1148,1035,2944,517873
1152,311801,130047,179617,3315,2012,1755,2858,481570
1468,440818,457783,408614,1550,1139,828,1627,178288
2671,274407,106963,494578,1155,3589,1066,2487,563937
2249,202766,138953,235953,2478,2197,1044,3041,505121
2294,297105,216754,467858,2845,2812,1378,2443,355060
1159,391291,233011,169024,994,1935,1133,1106,236408
2129,251645,394154,341922,3341,1454,1488,2428,169321
3464,193658,321796,549358,2038,3366,1048,2506,334921
2628,383044,303515,277452,2484,3804,1432,3019,540408
3472,324509,248856,173329,1790,3056,1517,2139,131207
2740,289334,353168,276520,3178,1215,1581,2381,303589
3185,253127,425203,188925,2412,1997,1521,3273,196007
1475,407308,217000,386754,2506,1070,1795,2230,118631
2385,352262,317791,405498,1059,1273,1345,1742,555873
1467,499978,441949,94990,1117,1436,769,2492,182385
1242,303804,305415,93124,2816,3023,1782,1566,294917
2711,313508,344476,263143,3102,2319,940,3021,173196
987,274172,427446,296628,2769,2699,1642,1582,269962
2317,302734,452014,371299,3443,2424,1335,1258,332584
3342,485736,316007,238739,3042,3767,760,2528,219479
1764,113118,189952,190504,2741,1868,1427,1558,315935
1973,461507,468110,385789,2168,3078,1389,2057,567692
1461,247866,302880,479887,1744,2095,1773,2928,104909
2934,222799,166192,588174,1488,3666,810,3005,558121
2592,119912,238073,218394,2919,1535,1013,1623,230266
2962,188312,179823,544866,1953,1361,781,1931,352287
2514,481164,389645,430231,2155,2271,774,3197,151297
1578,164496,286390,389624,3480,1437,1156,1569,478611
1641,267397,546912,130794,2255,2251,1341,3203,434417
3361,417454,492623,589545,1391,3777,854,2162,512386
1588,355597,128630,566913,3479,1914,1771,2585,528830
2562,159751,260523,451728,1531,2420,1146,1481,289894
1770,291754,487327,307601,2391,1693,1948,2191,360157
1316,225621,127182,394223,2788,3048,1257,2409,395127
2837,138573,142560,289308,912,1475,1296,1769,405909
1088,315204,513128,480015,1455,1547,1642,2453,215483
1752,101084,343209,277601,2224,976,1197,2106,471846
1713,333083,337676,288881,2773,3912,740,1959,508926
1559,211971,228412,167292,1001,2393,1328,2871,332169
1053,270095,459678,322407,1961,1760,1015,2335,94943
2820,428626,258275,157410,3164,2066,1790,1827,425686
1449,169652,237117,262579,2971,3577,1116,2816,384467
2083,260984,396428,542023,1457,3119,1690,2143,128308
1991,304251,125612,348097,2799,2009,1208,1118,317145
2430,355857,547696,421698,2267,3599,906,3203,108436
2891,455372,434979,268666,3211,3890,1987,2265,507752
3175,231054,543727,500909,2975,1636,1040,1105,167733
837,93100,251587,123477,1620,1797,935,3270,363827
2057,103132,225935,471706,2473,3649,1464,1810,587613
1716,330236,113483,505854,3346,2496,801,2972,515427
2507,303195,291928,436308,1015,1532,1284,1719,495129
1682,190599,167690,357496,1840,3810,1326,1311,185182
3279,325945,374788,434978,3079,2579,1132,1424,266506
3288,155287,426025,244179,1448,3392,811,3078,497476
2102,324257,176709,365679,1903,1138,1669,2756,564563
2844,435925,472631,451244,3251,2267,1350,2502,576945
2068,131879,523538,365192,2295,2701,1592,2176,589651
1516,174022,509093,102181,2438,2629,1055,1745,527209
2549,227965,175429,452925,3491,3399,1276,1759,586217
2241,218482,382624,356856,2975,3107,1865,3299,199045
2479,278294,217002,432205,1484,2829,1468,2600,373687
881,402632,501294,176757,2969,950,910,2512,137387
2862,351887,471428,340648,2201,2081,1923,1568,488590
1672,144466,388872,145823,2955,2612,1567,2419,550028
2136,105872,357663,490271,2999,2468,1620,3379,461334
1922,134260,221288,154307,2151,3677,1202,2224,587657
2445,269310,250299,173667,1502,1996,1157,2155,462988
1176,90213,155271,446193,2147,2529,1473,2202,570320
3480,496356,152083,259514,3190,3854,1538,2674,511572
1865,195515,332981,456710,3488,2088,1007,1837,239400
1959,342481,406230,187063,3000,3013,1292,2244,338409
918,480159,267221,331311,1717,1972,1504,2065,571457
3115,302259,92544,358123,1747,1681,1824,1962,368717
1744,479610,359140,422755,2408,2927,1779,2631,515134
2413,209722,267763,576561,1411,3064,1340,2671,341575
910,277313,142041,527468,3317,1722,1914,2631,402961
1767,353315,538865,127568,1313,2210,840,1170,146602
2177,116628,457772,163439,1502,3304,1250,1196,257442
2552,117146,211334,536985,1919,2655,1777,2482,468830
1708,409682,410744,407320,2765,2509,934,1548,266506
2837,271101,332129,301497,2899,2451,769,2402,425502
2541,445833,162846,424158,1438,2764,1982,1937,508623
3302,99384,307433,312116,3204,3700,1044,2426,398362
1252,390865,360757,570233,1179,2452,1982,1131,115341
2688,481474,121040,459215,3485,1470,1768,1838,451304
2549,292937,506576,372549,3407,1464,1992,1921,136285
3229,188119,376323,141559,3344,3556,1844,2106,276923
2279,204438,263795,105226,1231,2359,1471,2100,94201
1497,158611,225813,234314,932,2393,1452,1655,363494
2946,176909,93717,455297,1772,2192,1275,3148,557495
1083,156343,524146,276364,935,3835,939,3015,254841
1577,315698,401808,374895,3115,1109,916,2847,394449
2585,219526,222330,535038,2606,1209,1618,1951,421409
3203,174494,167429,352198,1167,1211,1421,2520,146421
2397,325987,268822,173156,2816,3532,1155,3430,159163
3472,444114,142717,262976,1487,3992,1162,3157,428264
2331,310296,393820,406462,1665,2633,1445,2244,450437
3265,164743,219664,148979,1555,1211,1593,2701,260604
2623,260722,170066,368518,2693,3503,1115,1442,91474
2702,460173,131608,143595,1923,2678,1557,3328,133159
2975,381643,263332,102634,2723,2275,1440,1822,315096
1198,327705,419526,438313,2999,2417,771,1157,515103
3303,479920,324647,534032,1455,1998,1884,2845,170900
2966,400501,301823,329581,2351,1468,1783,3485,506048
2793,120733,447415,426014,1678,2909,1603,2242,184356
2741,448747,252366,221902,1397,2154,1130,3109,107379
2760,255655,230977,494187,2586,3333,1671,1271,242059
1236,201691,253362,344444,1044,2442,1112,2775,184389
1830,132758,369127,584056,2376,3673,1088,2328,157369
2440,331971,331684,148864,2300,2505,1758,2305,183732
3249,147630,193233,102188,2911,2841,1716,3467,210719
2623,360109,105631,187247,1102,1015,1985,3148,570113
1652,225420,468530,571977,2671,3278,1015,3112,313161
2293,441073,258940,319962,2114,1768,848,2237,122713
1958,249339,231412,281862,1443,1647,1507,2917,133371
1837,146989,97511,508434,2667,3703,1751,2093,469726
1588,388600,356752,135452,1324,1518,963,2207,106576
2809,375995,516088,135048,1458,2593,730,1711,439450
2314,265706,450738,358418,2267,2855,1786,3439,130845
1909,164665,297959,109100,2048,3418,971,3167,404986
2144,104771,415892,365526,2885,3759,1546,2106,433032
2425,495472,120572,213481,1422,3855,1292,3281,590821
1230,250527,222754,105351,2685,1967,1846,1362,472380
2976,205706,394839,476604,2393,3152,1000,1544,289850
804,235868,456865,486483,1602,3621,1756,1376,133121
3267,168637,252473,106136,2866,3666,1678,2888,468199
3280,271138,107678,285951,1588,2355,1714,1466,553392
3209,354781,173991,504396,1478,3373,993,1309,365240
1546,387917,261981,520121,2902,3313,1756,1600,330702
2246,189382,256750,554449,2558,2636,1756,2078,309997
2691,371257,452306,498703,1168,2579,1694,1712,253234
1525,300255,229082,461118,1460,970,1969,2792,137728
2652,408528,279130,491813,2772,1819,1230,2250,498783
1966,153500,169904,587613,1251,2043,1593,2922,204936
2275,241959,123359,177711,2170,2185,1489,2322,274537
2684,465961,402121,399420,3438,1452,841,1927,472796
1980,284920,547802,420815,2732,1042,805,1129,349200
2892,190422,101647,327932,2450,2065,1967,2163,381670
2095,358966,156208,121028,1611,3596,877,2799,244100
1692,255085,460745,516331,1383,2734,1137,2270,228830
3199,166962,316749,390080,1354,3759,1650,3043,301024
1217,406447,108602,515108,2372,1560,1648,1599,213609
2981,126529,167678,447565,1603,2305,1409,1458,134777
2466,499654,253953,254291,2412,2751,1928,2509,126856
2135,337533,356412,558129,3132,2965,1763,1878,271596
2078,367116,115801,219723,2880,3785,1502,1340,328621
3201,165497,143894,528207,3150,3143,1656,3091,552912
3115,217706,164516,195132,2192,2379,1367,2301,326485
1514,198086,238008,509369,2572,1264,1560,1776,400796
2185,223125,268694,482057,1295,1224,1394,1576,104161
2019,397703,364682,217578,1588,1238,1447,2063,337287
2686,139056,422891,449934,1146,1660,1356,2652,372547
801,324291,426671,274160,1737,1961,1980,2199,153455
1558,223915,382942,365933,2448,1441,1679,1398,433390
3110,387807,471720,206940,1582,3645,1455,2505,488637
1118,443825,443679,572405,2337,2856,1148,2438,282415
3278,459573,254642,274634,2997,1843,1587,3183,398784
1385,262040,517207,140251,3474,2534,723,1611,525207
2513,490198,183041,195520,2848,1136,1943,2078,222882
2687,467106,423557,512960,1883,3747,1491,3148,460008
1764,136017,447600,582934,1846,2592,821,2315,433702
2043,386941,117889,579534,2918,1748,704,1803,432029
1812,432669,299271,266231,1102,3237,1093,2985,262674
1013,174637,185851,261929,2210,3877,1984,3185,283949
1274,392685,400171,590738,1609,2137,1697,1474,147304
1462,328095,409886,460417,3075,2360,930,1630,164561
1954,391441,156002,232883,2995,1563,1063,1865,312235
2730,184617,408224,576733,1001,3901,954,1938,587526
3425,141142,170405,113088,1032,1711,1546,1660,435794
973,423657,308342,298247,2742,3608,1175,1878,301340
1863,160239,297087,391812,3107,1125,1411,2733,178734
1436,252848,194558,587384,1836,3515,738,3116,449385
2368,167046,313302,256961,3259,2569,1944,2589,456464
1825,97479,453398,353976,3179,2744,806,1596,583202
2983,228103,480568,132491,994,2944,805,2857,589207
2653,360166,430022,305510,2962,2316,1289,2830,199904
2311,497849,396777,589425,1917,2509,1889,3093,284291
2190,122427,443186,139471,2748,1652,1774,2560,286648
3093,371242,228612,255685,3261,1205,1313,1814,357378
3457,101897,401136,336245,3480,1539,1047,3102,246386
2213,253007,403996,476043,1981,1170,1197,1616,341677
883,405388,537572,451312,1682,3483,805,3100,528938
2724,451983,507617,386501,3377,1439,1689,3172,384207
2832,286018,345510,157572,2175,1916,990,2385,329971
1521,341475,521710,220831,3058,1957,1911,1614,218316
2338,98525,118323,439784,1742,1863,1259,3228,348017
1104,428826,535028,351478,2951,2010,1972,3092,132400
2194,221592,432641,463432,1767,3895,929,2637,406141
2883,122928,114930,522447,2498,3256,1074,2787,427893
2005,153428,329345,182959,1413,1883,804,3324,364575
3159,481746,459107,233302,1969,3981,1987,1343,580539
2063,482169,358265,394744,1188,2677,1074,1128,377835
2512,399284,337004,308873,911,2425,1508,1576,517949
2442,177672,343856,506464,3295,3685,1128,2600,543492
1337,363596,179768,483759,1412,3711,981,1946,252740
1257,415779,98365,484588,2444,2943,757,1823,186525
2742,414335,308893,219276,1977,1683,891,3007,470855
2666,118179,97731,537361,1307,3017,1998,3198,379603
1487,498350,263143,444659,2191,1445,1251,2936,366506
