Underwriting_Rehab,Rehab_Calculation,Paint,Flooring_Flag,Foundation_Flag,Roof_Flag,HVAC_Flag,Kitchen_Flag,Bathroom_Flag,Appliances_Flag,Windows_Flag,Landscaping_Flag,Trashout_Flag
4119,21491,1,1,1,,0,0,1,,,,
86019,51729,0,0,1,1,0,1,1,0,1,0,
19248,97548,1,,0,,0,,0,,0,0,1
67678,6587,,,,0,1,0,,0,0,1,0
22755,27137,0,1,1,0,0,0,1,,,,
6915,5044,0,1,1,,1,1,1,,,,0
23017,22228,,1,0,0,0,0,0,,0,1,0
86978,31183,,0,,1,1,,,1,,1,
23542,85811,,0,0,0,1,0,1,,,0,1
28005,27472,,,1,1,0,0,0,1,,1,0
56000,56808,1,,1,,0,,0,0,,,0
83229,31336,1,0,,1,,0,1,1,,1,0
56525,99099,,0,,1,0,,1,0,,,
76699,3462,,0,0,,,1,1,0,1,0,1
46130,73192,0,1,0,1,0,,,0,0,0,1
24299,24387,,,1,0,,0,,1,,1,
6536,18689,1,1,0,0,,0,1,1,1,,0
23044,927,,0,1,,,,1,0,1,0,1
39720,41730,0,0,0,1,0,,,0,,1,
71364,5437,1,,0,,,0,1,0,0,1,1
77711,43129,1,,0,0,,0,,0,0,,0
75165,99145,0,1,,,0,,1,0,0,,
31922,68126,0,1,1,,1,,,1,1,1,0
39112,49604,1,,1,,1,0,0,0,1,1,0
51198,39520,1,,0,1,1,0,,0,0,,0
88096,36413,1,0,0,0,,1,0,,1,0,1
52772,32923,0,1,,,0,1,0,,1,0,0
30753,33426,0,1,,,,1,0,,0,1,1
61573,98677,,1,,0,0,0,,1,1,,
27318,10902,1,,0,,0,1,1,1,,0,1
73998,11422,,1,1,1,,,,0,,0,
34216,29841,1,1,1,0,0,0,0,1,0,1,0
63329,46792,0,,1,0,,0,1,0,1,0,0
76221,87505,0,,1,,,1,1,1,1,1,
63650,83483,1,0,,1,0,,1,0,0,,1
85153,10992,0,,0,0,0,1,1,,0,,0
32708,28971,1,1,1,0,,,1,,1,,
87504,57632,,,,0,1,1,1,1,1,,0
73405,25433,,0,1,1,1,,,1,1,0,0
48091,39397,0,0,0,0,,0,0,,,1,0
11235,7824,0,0,1,,,1,1,0,,,1
25449,47064,1,,0,1,,,1,0,1,0,0
24681,82637,1,0,,0,,,0,,,1,0
72838,65905,0,1,,0,1,,0,0,1,1,0
97733,24498,,1,0,,1,0,,0,,0,0
90329,81466,0,,1,,1,0,,1,1,1,
11207,86196,0,1,0,0,1,0,0,1,1,1,
51996,1801,0,,0,,1,,1,1,1,,0
93979,43358,0,0,0,1,,1,,0,,,
83314,92279,1,,0,1,,,,,1,,0
36232,68385,1,1,,,1,0,1,0,1,,0
42157,45882,1,,1,1,0,1,,,0,1,0
20443,64537,0,0,,1,0,,1,1,,,0
26778,59511,,,,,1,0,0,,1,,0
6796,5183,1,,0,1,0,,0,0,,,1
73994,72368,1,1,0,1,,1,1,0,,1,1
52585,44586,,0,,1,1,1,,1,0,,
24250,82312,0,,0,1,1,0,,1,0,,0
97697,32515,1,,,0,0,,1,,0,,0
23556,14848,,,,0,,1,0,1,0,,
56247,19032,1,1,,0,0,0,0,,0,,
33821,53311,0,1,,0,,,0,0,1,0,0
86678,34848,0,1,,0,1,,,,0,,1
53621,52243,1,1,0,0,,0,,,0,0,0
68343,68742,1,0,1,1,,0,1,1,,0,
38702,10805,0,0,1,1,0,0,,0,0,0,1
53114,67713,1,1,,0,1,0,1,,0,,1
97121,73266,0,0,1,,0,1,0,,1,1,1
44853,83784,,,1,,1,,1,1,1,1,1
68721,60563,,1,,0,0,,0,1,,1,1
91023,57239,0,0,1,1,,0,1,1,0,,1
76592,60335,0,1,0,1,0,,0,0,1,1,0
35434,92041,0,1,1,0,0,0,1,,0,0,
14541,95488,0,1,,0,,1,1,1,1,,1
28545,1712,,0,1,1,0,0,0,,1,0,
45282,27056,,,,1,1,1,0,0,1,,1
88091,15290,,1,1,1,,,0,0,0,,
8209,38466,,1,0,0,,1,,0,0,0,
56258,70560,1,0,1,0,1,,0,,1,1,1
4789,62591,,1,,1,1,,,,1,0,
7630,16614,,0,1,1,1,0,0,1,0,,0
41003,36079,0,1,,,0,,0,0,1,,0
40932,80600,,1,0,,,0,,0,,1,1
59088,72134,1,1,0,,1,0,1,0,,1,
4748,88546,1,0,,1,,0,0,,,0,
73321,85401,1,0,,,,1,,0,1,0,1
45115,64593,0,,,0,,,,1,1,,
28377,95781,1,1,1,1,1,0,1,,,1,1
31035,49048,0,0,1,0,,0,1,0,,,
90596,63123,1,0,1,1,1,0,,1,,,
79737,8839,1,,,,1,0,,1,,0,
4436,62565,1,0,,1,0,0,1,1,1,1,
95074,69641,,0,,1,1,,1,1,0,1,1
58304,8683,,0,0,,1,,,0,0,0,
60428,25696,1,,1,0,0,,0,,,0,
89322,46275,,1,0,1,,,0,1,,1,1
96108,66087,0,0,1,1,0,,0,1,1,,
30164,73958,0,,1,0,,,1,,0,1,
54415,62308,1,,0,1,0,1,,1,,1,1
57929,10047,1,0,1,,,0,0,0,1,0,0
10695,11305,,1,,,1,1,1,1,,,0
63166,76263,1,1,,0,,0,0,,,1,
33850,97609,0,0,0,1,0,0,1,1,,,1
2348,25505,0,0,1,0,,0,,,1,,1
20560,12855,,0,0,,0,,,0,1,1,0
99733,7731,1,1,1,0,0,1,,0,1,1,1
93432,82318,1,,0,,1,1,0,1,,,
67096,66147,0,0,1,0,,1,0,1,,0,1
82564,91002,,,0,1,1,,1,0,1,1,1
30425,7258,,0,0,,,0,1,,,1,
24379,10521,0,1,0,1,,1,0,,1,1,1
74023,74722,,1,,1,1,0,1,0,1,0,0
46100,90724,1,0,1,,0,1,,1,0,1,1
32738,11084,,0,0,,0,,0,,0,,0
24632,46381,,,,1,,1,,1,,1,1
12161,57286,0,,0,,0,,,,1,,0
85676,57926,,,,,1,,1,0,,,1
9765,69407,,,1,1,,,,1,,1,1
7278,97794,1,0,,,0,,0,1,0,0,1
71267,39494,,,1,1,0,,0,1,0,1,0
4584,3530,1,,1,1,1,0,1,0,1,0,1
88702,86510,,,1,,1,1,0,1,1,,
81919,46993,,1,,0,1,,,1,1,,1
30118,51223,,1,,1,,0,1,1,,1,
97290,95486,1,0,,1,1,1,0,0,,1,1
24329,82595,,1,,0,1,,0,1,0,,1
87346,47637,,,0,0,0,,0,1,,1,
65260,3302,,0,,,,1,1,1,,0,1
28367,44487,0,0,0,1,,1,0,1,,0,
51628,80457,1,1,1,,0,1,1,1,,1,1
11392,9388,1,,0,0,,1,0,0,0,,0
46918,75791,1,1,0,,0,0,0,,1,0,
86558,42036,,1,1,,,,0,0,0,,0
72949,29337,1,0,0,1,1,,0,0,0,0,1
7640,96379,,1,,,0,0,,1,0,,
60361,71536,0,0,0,1,,1,1,0,,0,
80247,17464,0,,1,0,0,,,1,1,1,
48369,98378,,0,,1,1,1,,1,1,,0
26825,75016,1,1,0,1,0,,1,0,,,1
13023,33749,0,0,0,1,0,,1,1,0,,
18928,66564,0,,0,,,0,1,,0,,
17679,21497,,,1,0,,0,,,,0,1
45640,74378,0,0,,,0,,0,,1,0,1
57897,6517,1,,,,0,1,1,0,,0,1
93791,7478,0,,,1,,,,1,1,0,1
16732,45727,1,1,0,0,,0,1,0,1,,1
98709,27574,0,,1,0,,0,1,,,,0
85616,42672,0,,,1,1,0,1,1,0,0,
70420,59489,0,0,0,1,1,1,1,0,,0,0
19217,24980,0,,,,,0,1,,,0,
89641,75436,0,0,,1,,0,,0,1,0,
46447,58135,,,1,1,0,1,0,1,,0,1
6625,29804,1,,1,0,0,1,0,0,0,,0
90056,44248,0,1,1,0,0,,,0,1,0,0
14388,5817,,1,0,1,0,,1,0,1,,0
57495,25467,,,0,0,1,0,,,1,0,
64815,32228,0,1,1,,0,0,1,1,1,0,0
76835,76848,0,,1,1,,1,1,0,1,1,
157,69575,0,0,0,,,0,1,,1,,1
75118,94259,1,,,,,0,0,1,,,0
90191,64582,0,0,0,0,,0,0,1,,0,0
41856,49551,,,0,1,,1,,1,0,,0
63063,20875,0,,1,1,1,0,,1,1,1,0
73804,84357,,,,,1,1,0,0,1,1,0
60800,13400,,1,1,,,1,0,,0,1,
56722,3384,,,1,1,0,0,1,1,1,0,1
93700,44097,1,,0,,0,0,,0,,1,
96831,20433,,0,,1,0,0,0,,1,1,1
65011,6267,,1,1,1,1,,,0,0,,0
8711,23453,0,1,0,1,,,1,0,0,0,0
91428,33036,0,,,,0,1,,,0,0,1
10333,74616,0,,,,1,,,1,1,,1
12329,25778,,1,1,0,0,1,0,,,1,1
52742,39144,,0,1,0,,0,0,,1,0,
84659,58481,,1,,1,0,0,0,,1,1,0
81715,86100,1,0,1,1,,1,1,1,1,0,
16845,34834,0,0,1,,,1,1,0,1,0,
15808,20392,,0,,1,,0,,1,,0,1
85409,35238,,0,0,,0,1,0,0,1,0,1
11176,49272,,0,0,0,,0,0,0,1,0,
84017,49294,0,0,1,1,1,0,1,0,0,1,
56145,18673,1,,1,0,1,0,0,0,,0,0
75373,58982,,,1,1,1,1,1,0,,1,0
81109,64175,0,,1,0,,1,,0,,1,1
92984,52154,,0,0,,1,0,,0,1,0,
97421,96859,1,1,0,0,1,0,1,,1,0,0
79253,29570,1,0,,,,1,,1,1,1,
48399,78024,1,1,,0,0,1,0,1,,1,
67418,9785,,,0,0,,,,1,1,,0
4662,81434,1,1,1,0,,,0,,1,1,
3865,31042,,0,,1,,,,,0,1,1
77521,28508,1,,,,1,1,,0,,1,1
39382,73353,1,,,1,1,1,,,0,0,0
61341,77673,,1,1,0,0,0,0,0,0,0,0
25659,9184,0,,1,1,0,0,1,1,,,0
45677,31067,0,0,0,,1,0,1,1,,,
3223,1885,,1,0,1,0,0,1,1,1,1,
8181,91576,1,1,1,0,,,0,0,1,1,0
71450,94752,1,1,0,1,,0,1,0,1,,
3604,43900,1,0,1,0,,1,1,0,,0,
54930,78750,0,0,,0,1,1,,1,1,0,1
99485,72366,0,,1,0,0,,0,1,1,0,0
65992,17546,,1,1,1,,0,0,1,1,1,
73481,42508,,1,0,,0,1,1,,,1,1
45442,34385,0,0,1,,1,0,1,0,,1,0
50057,35200,1,1,,0,1,0,0,1,0,0,0
32448,86953,1,0,,1,,,0,,0,,
20150,50911,,0,0,,0,1,0,0,0,1,0
13688,39951,1,0,1,1,1,0,0,0,,,1
81165,13560,,1,0,,0,0,1,,1,0,1
98676,62224,,0,1,1,1,1,,0,,0,1
92085,38987,1,,1,,,0,1,,,,1
66765,96021,0,0,,,,1,1,,1,1,1
34255,28976,,1,1,1,0,,0,1,1,,
86227,11822,,1,,1,,1,1,1,1,,1
48300,41042,,0,,0,0,1,1,,,1,0
97492,22804,0,,1,1,,0,1,0,1,1,
41786,86321,,1,0,1,,0,0,,,1,
56834,39930,0,0,,1,0,0,0,0,,0,1
12300,35134,,1,0,0,1,0,0,1,1,,0
66441,63880,1,,0,0,0,1,0,0,1,0,1
67987,39626,,0,,0,0,1,1,,0,1,1
3600,22330,1,0,0,1,0,1,0,0,1,0,0
53243,82371,1,1,1,0,1,0,1,0,,,
62953,87315,0,0,1,1,1,,,0,1,0,0
97923,65369,1,0,,,0,1,0,,0,1,1
3463,62070,1,0,0,,,0,0,0,,0,0
35267,93137,0,1,0,0,0,1,,0,0,1,1
22023,14364,0,,1,0,1,,0,0,0,,
66151,31538,1,,1,0,,0,0,,1,,1
84529,56928,,1,,,0,0,0,0,1,1,1
13926,41781,1,0,0,1,0,0,0,0,1,1,0
51369,34173,,0,0,1,,0,0,,,,1
51085,72859,0,0,,1,,0,,1,0,1,1
33292,85382,,0,0,1,1,1,0,1,,,
40408,82770,0,,0,0,1,1,0,1,1,0,0
81888,96959,1,0,1,,0,,1,,1,1,0
85386,55983,0,0,0,,0,,0,,1,,
42008,53644,0,1,0,0,1,0,0,0,,0,1
31733,90216,,1,1,0,1,1,,1,1,,1
85609,70692,0,1,,1,,1,1,1,1,0,0
56936,13699,0,0,0,1,0,,1,,,0,1
30685,47283,,1,1,1,1,,0,1,,1,0
1857,46347,1,1,,1,0,1,0,,,0,0
7360,82767,0,,,,1,0,,,1,1,
87135,59312,,0,,,1,0,0,1,0,,0
3598,64118,,1,,,0,1,1,1,0,,
31049,41131,1,1,1,1,,1,,,,,0
31250,95219,,,,,1,,1,,0,1,
58981,24610,1,,0,0,0,,1,1,1,1,0
27023,68876,1,1,,1,1,0,1,0,1,1,
59143,26706,1,1,,,1,,1,1,0,0,1
11984,62032,0,0,0,1,0,0,0,,,,0
31788,8685,0,1,,1,0,1,1,0,1,,0
42005,18231,,1,,0,0,1,0,0,0,1,1
36860,64687,0,1,1,,1,0,0,1,1,,1
27443,86346,1,0,1,,,0,,0,0,0,
68738,89156,0,,1,,,,,,1,,0
66984,65211,0,1,0,,,0,0,,0,1,
20659,62321,0,0,1,0,0,0,1,1,1,0,
86692,47529,,0,0,0,0,0,,,1,0,
13513,72235,1,1,0,1,1,,0,1,0,0,
84654,96436,0,,1,0,1,1,0,,1,,
67210,52049,0,,0,,,1,1,1,1,1,1
67443,18718,,0,,,0,,,1,1,,1
71684,72190,,,0,0,0,0,1,1,1,1,
81109,66446,,,1,0,1,0,0,0,,0,
54383,93448,0,1,0,1,0,1,,0,,,1
98170,58363,0,1,,1,1,0,0,1,0,0,
84755,97561,1,,,0,,0,0,1,0,1,1
70748,78863,0,1,0,,1,,1,0,1,,
87271,51995,1,,0,,0,1,1,,1,,
42032,43963,0,1,0,1,1,1,1,0,1,,
98580,68768,0,0,1,0,1,0,1,1,,1,0
26645,1544,,1,0,1,,,0,,0,1,1
17309,21858,,1,1,1,1,,0,1,1,1,1
39271,1788,0,,0,0,1,,1,,,,
87991,62444,0,,0,,,1,0,0,,1,0
10265,18698,,0,,,,1,,1,1,1,1
93978,27306,,0,,1,,,0,1,,,
94092,85648,1,,,1,,,,,1,0,
24632,86700,,1,1,1,1,1,,0,,1,1
63525,90394,0,1,1,,,1,,1,0,,0
96293,37195,,,,1,1,0,1,1,1,0,1
797,26752,,0,,1,,,0,1,0,1,0
77779,57774,,1,0,,0,1,,1,0,0,1
52312,851,1,,,1,1,0,1,,1,,0
65832,53131,0,1,0,,0,,1,1,0,,
16179,28641,1,0,,,,,,1,0,1,0
78369,55121,0,,,0,1,0,0,,0,1,
77646,18019,1,1,,0,1,,1,1,,0,0
81528,63113,0,0,,1,1,,0,0,,1,1
37054,74447,1,0,,,1,1,,,,1,0
49109,82966,0,0,1,,1,1,,0,1,0,0
40234,16044,0,1,0,0,1,,,,,,
10589,62319,0,0,0,1,0,0,,1,0,,0
74674,63002,1,1,,,0,0,,0,0,1,1
6562,54985,0,0,0,0,0,0,0,0,,,0
39186,45904,,1,,1,0,0,,0,1,,1
22591,83851,0,1,,1,0,1,,1,0,1,1
89941,85741,0,,1,,1,,0,,,,0
82110,8491,1,0,1,1,,1,,1,,0,1
44049,64715,0,1,,,1,0,0,,0,,0
47166,14383,0,0,1,0,1,,0,,1,0,0
17097,22225,0,,0,,0,,0,0,0,,0
20644,78849,0,1,,0,1,1,1,,0,,
59046,71692,0,1,0,1,,,0,,1,,0
39189,49208,,0,,,,,1,,0,1,0
51115,27889,,,,1,0,,,1,1,0,0
36856,70719,,0,1,0,1,0,0,0,1,0,0
44453,61868,,,1,,0,0,1,,1,1,1
18982,57389,1,1,0,,,0,0,0,0,1,
53108,88833,,,0,0,1,0,0,,0,,1
73471,69021,1,,0,1,1,,0,,1,,
74862,60149,,,,1,1,0,,0,,1,0
92717,81997,,,,0,0,,0,1,0,,0
63058,28317,1,1,1,1,0,0,0,,1,,0
81397,94158,1,,1,,0,1,0,1,1,,
46259,22938,,0,,,,,0,1,,1,0
80227,72947,1,1,0,1,1,1,,,,0,0
65132,63419,0,1,0,,,,,,0,1,
13500,93757,,,1,,1,,,1,0,1,0
83337,84606,,,,,,,,,,,
20558,96382,,0,0,0,,,0,0,1,1,1
21174,94022,1,1,,0,,1,0,,,1,0
67522,22351,,0,,,,1,,0,1,0,
67712,90650,,1,1,0,0,0,1,1,,1,
97252,86275,0,0,1,1,1,1,0,0,1,,1
60415,39758,,1,0,0,1,,0,0,1,1,1
54527,21191,0,1,0,1,0,0,,1,1,0,1
29686,83151,1,1,1,1,1,1,1,,0,,
60890,59269,0,1,0,,1,1,0,1,1,1,
48975,62044,0,0,0,0,,,,,1,0,0
85358,42408,,1,1,,1,0,0,,0,,
55332,117,1,0,1,,1,1,1,0,1,1,1
21737,73957,0,0,1,0,0,0,,1,,1,
41535,7708,0,,,0,0,,1,1,0,1,
86313,91182,1,0,1,1,0,0,0,,1,0,
87890,37981,,0,,1,0,,1,0,1,1,1
84784,68750,1,,1,,,0,0,0,,,1
86595,79086,1,,0,,0,0,0,,,1,0
29612,66853,,0,,1,0,1,1,0,,0,
64479,67799,1,1,0,1,0,0,,0,,1,0
63620,25417,,0,0,0,,0,,1,1,0,1
68649,55688,0,,,0,,1,,1,,0,
47685,49744,1,1,,1,,1,,1,0,0,
56509,29904,0,0,,0,0,0,0,,1,,
42941,19798,1,1,,,,0,1,,,1,
53124,51053,,0,0,,1,0,,1,0,,
5786,58840,,1,1,1,,1,,0,0,,0
10902,46857,1,0,1,0,,0,1,,1,,0
58660,43993,1,1,0,1,1,0,,0,,0,0
28162,47527,0,0,0,1,,,0,,1,0,
51734,72105,0,,,0,,1,1,,0,1,1
84724,67264,0,1,0,1,0,1,,1,1,1,1
23710,25668,1,0,,0,,0,0,,0,0,1
21449,36024,0,1,,,1,1,0,1,0,1,0
88415,93130,0,0,1,0,,1,,,1,,
49476,90773,0,1,1,1,1,,1,,0,,1
15888,41650,0,,0,,0,1,1,,,,0
41493,37720,1,,0,0,1,1,1,1,1,1,
27980,63608,0,0,1,1,1,,,1,,,0
10559,94598,0,0,,0,,1,0,0,1,,
26817,16974,,,1,,0,0,1,,,1,0
56984,43571,0,0,0,,,1,0,1,,1,1
68237,1314,1,0,,,0,,1,,1,,
29637,84661,0,1,,,,1,1,,1,0,
5218,24763,1,0,0,1,,1,0,1,0,0,1
2249,59255,0,0,,0,,1,1,0,,0,0
54084,86908,0,1,1,,,1,0,1,,1,1
67927,93414,1,,1,1,0,0,0,,0,,1
47269,71365,1,0,1,,1,,1,1,1,,0
65412,41351,,1,1,,,,1,,1,0,
56245,34963,0,1,0,,0,,,0,0,1,0
52315,36080,,1,0,,,,,,0,1,
37190,67484,1,,1,0,,,0,,1,1,0
82755,79964,1,1,,1,,1,1,0,1,1,
15436,19980,1,1,0,1,1,1,1,,,0,1
1367,92802,1,,,1,0,0,0,,0,1,
18791,90027,0,0,1,1,0,0,,1,0,1,1
99729,45185,,,1,0,1,,1,1,,1,1
24378,97558,,1,,,1,,,,,0,0
90929,17124,1,0,1,,1,,1,,1,,
70413,20965,1,,0,0,,,,1,1,,0
15100,65279,,,0,,0,,,1,0,1,
13130,41522,1,1,,1,1,1,1,1,0,,0
16022,99736,0,0,1,0,0,0,0,,,0,1
74009,22366,0,0,,0,0,,1,1,,,
11678,67234,1,1,,1,0,,1,0,,,1
97670,64001,0,1,0,1,,,1,1,,0,1
57558,80189,1,,,1,0,1,,0,,1,
4303,89951,0,1,1,1,,0,0,1,0,1,1
57474,44148,1,1,1,0,,0,,1,1,1,1
53091,88309,1,,1,1,,,,0,1,0,0
45011,44994,,1,1,0,,,,0,0,,0
27735,78223,0,0,1,,,1,1,1,,1,1
59514,13525,1,,,1,1,,0,1,1,1,1
81236,73944,,,,0,,0,1,0,0,0,
12798,50724,0,1,0,0,0,,,0,0,,0
11097,80664,0,1,1,1,,1,1,,0,0,0
42428,17035,,,0,0,0,,1,1,1,0,
19966,18807,,,,,,1,1,,0,1,
33704,17073,1,0,1,1,0,0,,0,1,0,0
78520,59968,0,1,,0,,1,,0,,,
57707,93169,1,1,1,1,0,,0,,,1,1
96615,72511,1,,,1,0,0,,1,,0,0
55666,90528,1,,,0,,1,,,1,0,
42246,51010,,,1,0,1,0,0,0,1,,1
37964,45861,0,0,,0,,0,,,,0,1
75952,33685,,0,1,0,,,,1,,0,0
44301,33490,,0,1,1,1,0,0,,1,0,1
21766,23382,,1,,,0,1,1,,1,,0
18545,7505,,,1,1,1,,,0,1,0,
90186,57234,1,0,0,,0,,,,1,1,0
31975,21072,1,0,,,1,1,,0,0,,0
87259,89273,0,,0,,,,0,,0,,
66711,16607,1,1,0,0,0,0,,,,0,0
8882,68510,,0,,0,1,0,0,,0,,
40041,83245,0,0,0,0,,,,,0,,0
25511,33183,,1,0,1,0,0,,0,0,0,1
66043,29783,0,,,1,,,0,1,1,1,0
8270,24969,1,0,1,1,0,0,0,1,1,,0
72172,33183,1,0,0,1,1,1,0,1,0,1,
47205,44988,,0,1,,,1,,0,,0,0
47873,50831,1,,0,,0,1,1,,1,,1
92632,5419,1,1,0,,0,0,0,0,0,1,1
83215,25623,0,,0,1,,0,,,0,1,1
30450,15359,0,1,0,0,1,1,,,0,,0
22554,48217,0,1,1,1,0,,1,1,,0,0
94415,1018,1,,1,,1,,1,0,1,0,
67984,36937,1,,0,1,0,0,,,,0,
91289,28345,0,0,,,1,0,1,,1,,
32055,7890,,,1,0,,,1,0,1,0,0
8690,33558,0,1,,0,1,1,1,1,1,,1
19601,65090,,0,1,1,,1,,1,,,1
17729,23908,1,1,1,,0,1,1,,0,,0
1532,95013,,0,,0,1,,0,0,,1,
70822,4435,0,,0,,,1,,1,0,0,
1300,67265,0,,0,,,,1,1,,1,
92159,63652,1,,0,0,0,,,0,1,0,
59383,50054,0,,1,,,0,,,0,1,1
37083,65979,0,,1,0,,0,,0,1,1,
50569,85431,,0,0,,0,0,1,1,0,,0
38210,81548,1,0,1,,1,0,1,,,1,
41499,9111,,0,0,0,0,,0,,,0,1
66200,70558,,1,0,1,1,0,,,,1,0
90380,38022,0,0,1,0,0,0,,1,,0,1
19283,22862,1,1,0,1,,,,,1,1,0
24413,51927,1,1,1,1,0,,,0,1,,0
30438,54747,1,0,0,0,1,0,1,,,,0
13336,69812,1,1,,1,,0,0,,1,,1
41554,23891,,,0,0,,,,1,,1,1
20515,98440,,1,,,,1,,1,1,0,1
64509,13227,,,0,,,1,0,1,0,1,1
1506,2003,0,,1,,,,1,1,0,1,0
21811,90965,0,,1,0,1,0,0,0,1,,0
23165,21163,1,1,1,0,0,1,0,0,,0,0
94589,76175,1,1,0,,,1,,1,0,,
84011,87776,0,1,1,0,0,0,0,0,1,1,
93175,94379,0,0,,,0,,1,0,,1,
5877,1060,0,,0,1,0,0,0,,1,0,0
28065,35879,1,,0,1,0,1,1,1,1,,
45248,58830,0,,1,1,,,,0,1,,
81060,81099,0,1,,0,0,,1,1,,1,1
50776,94944,0,,1,0,0,0,,0,0,0,0
37500,84894,0,0,,1,,,0,1,1,1,0
77387,25411,0,,0,0,1,1,1,,,0,0
10456,32638,0,,,,1,1,1,,0,,0
52957,60909,1,1,,,0,0,,1,0,1,
95768,44753,0,1,,,1,,,,,1,1
56477,33303,0,0,1,1,0,0,,1,1,1,
9664,50360,1,,0,,,,1,1,,0,1
52841,66301,0,1,0,1,0,1,,0,0,0,1
23767,14367,1,1,0,,1,,0,,0,,0
44149,67261,1,1,,1,,0,0,,1,,
69183,26425,0,0,,,,,1,1,,0,
83515,5935,,1,,,0,0,,,0,,0
25166,5830,,0,0,,1,,1,,,0,1
62197,27818,1,,0,,,0,0,0,1,,
23354,2256,,,1,0,1,,0,0,,,1
97512,24421,0,0,0,0,1,,,,0,,
3787,44694,0,0,,0,,,1,,1,0,0
77684,48957,1,0,,,1,,1,0,0,1,0
80339,45883,,0,,1,,1,,,,1,1
70982,55434,1,1,,,,1,1,0,1,0,0
9180,70532,1,,0,1,0,,,0,0,,
17416,37178,,1,,0,1,1,1,1,0,,
2810,66851,,,1,0,0,,0,1,,,0
66001,32248,0,,1,0,,,0,1,1,,0
86423,93209,,,0,,1,1,0,,0,,0
32449,62006,0,1,1,,0,,,,,1,0
48661,24705,1,1,1,1,0,0,,1,0,,1
76730,42690,1,0,1,1,0,1,,0,1,1,1
19019,35304,1,1,0,1,1,1,0,,,,1
21651,37136,,0,1,,,0,1,,,,1
57184,72522,0,,,1,0,,,1,0,0,0
57448,86709,,0,0,0,1,0,1,1,0,,1
51361,38857,,0,1,0,,,,0,,,1
67631,69154,,1,1,1,0,1,1,0,0,0,0
41306,32256,,0,0,0,,0,1,,1,1,1
61052,49644,0,1,,,1,1,0,,,1,0
84227,25687,0,,,,1,1,1,1,1,1,
64310,36078,1,,1,1,0,0,1,1,1,0,0
61006,1571,1,,1,1,1,1,1,1,1,,
69816,4219,,1,,,0,0,0,,1,1,0
74012,96002,,0,1,0,1,,,,,0,0
60299,17756,,0,1,,1,0,1,1,,1,
21905,57853,1,1,,1,,1,1,,0,,0
42206,26151,0,,1,1,0,,0,1,1,,1
41089,47586,1,,0,,0,0,1,1,1,,
10029,22813,1,0,0,,1,1,1,,1,1,0
67397,67101,1,0,,,1,1,,1,0,0,1
63404,48476,,1,1,1,1,,,,0,,1
95620,23200,,1,1,0,0,0,,1,0,1,
96340,62527,1,1,1,,1,0,0,1,,1,
12637,66964,0,1,,,1,,,0,0,,
85443,91664,0,1,,0,0,,1,0,,,0
55715,45067,,0,1,0,,1,1,,,0,
4282,52071,0,0,0,0,,0,,0,,0,1
55628,27245,1,,,1,0,,1,0,,0,1
63941,62764,0,1,,,1,,,0,1,,
6178,12181,1,1,1,1,,0,0,,1,1,0
11662,69068,,0,1,0,0,1,1,,1,0,1
60575,7515,,0,0,1,1,1,1,1,0,1,1
88340,41037,0,1,0,1,0,,,0,,1,
5623,77578,1,,0,0,,1,,,,,0
81764,73685,0,,1,0,1,1,0,1,0,1,0
16460,17263,1,1,,,1,,,0,,,
21937,49944,1,0,1,,0,0,,0,1,1,0
95761,65990,1,0,,0,,1,0,0,0,0,0
32984,82498,0,0,0,1,0,1,1,0,,1,
27012,7298,1,0,,0,0,0,,1,,,
98154,30730,0,,,,0,,,,,0,
60135,51261,,0,0,1,1,0,,0,0,,1
31357,11220,0,1,,0,0,0,1,0,0,0,0
73324,63922,,0,1,0,0,1,0,,1,1,0
32020,54023,1,1,0,1,,,1,,0,,
32693,7536,0,1,,,0,1,,,0,,1
36635,86184,1,1,1,0,1,,0,,0,1,
9502,82000,0,,,,0,,0,0,0,0,0
45297,31019,1,0,1,,0,,,,0,0,
69765,63537,1,1,1,1,,0,0,1,1,0,1
77312,1211,,1,1,,,0,,,0,0,1
73075,71517,0,1,1,,1,1,1,,,1,
90624,2791,,1,1,0,,0,0,0,,,0
39234,4031,0,,0,0,1,0,,1,0,1,0
64888,66541,0,,0,,1,1,1,1,,,
37255,90851,1,1,1,1,,0,0,,1,1,
1482,76940,0,0,0,1,,0,,1,0,,1
62430,71792,,,1,,0,0,0,,1,1,1
5614,95262,,0,,0,,1,0,0,1,0,0
7860,59020,0,0,1,,,1,,1,,0,
94798,89815,1,1,,1,,0,0,1,,1,
299,37563,1,0,1,,1,0,,1,0,0,
80478,73403,1,,1,0,,0,1,,1,1,0
1423,34334,,0,,0,0,0,,,,1,
80265,61810,,1,0,1,,,,1,0,1,1
57652,14032,0,0,0,,,,1,0,0,1,0
2068,24308,1,1,0,0,0,0,,,0,,0
39484,976,0,1,0,,1,,1,1,,,
72009,47664,,,1,0,0,1,1,0,,,
55052,39154,0,1,,0,0,0,0,0,0,1,
75961,79805,1,1,0,0,,1,1,1,1,,
71744,45506,,1,0,1,0,1,1,0,1,1,0
29039,71478,0,0,,0,0,,0,,,1,1
85686,31182,,0,0,0,0,1,,0,1,,0
18970,10933,0,1,,,1,,0,1,,0,0
81979,3582,0,1,,,,1,0,0,0,1,1
94828,12202,,0,1,,1,1,,0,,0,1
78282,39507,0,0,,1,1,0,0,0,1,1,0
